차종,차량명,연식,주행거리,가격
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.4 프리미어,20년 9월식,"93,164km","1,070만원"
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.4 프리미어,19년 1월식,"50,142km","1,080만원"
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 LT 디럭스,17년 4월식,"106,919km",780만원
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 레드라인 프리미어,18년 10월식(19년형),"84,950km","1,030만원"
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 레드라인 프리미어,18년 11월식(19년형),"59,184km","1,140만원"
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 블레이드,17년 12월식(18년형),"89,158km","1,050만원"
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 퍼펙트 블랙,18년 11월식(19년형),"45,834km",990만원
트랙스,쉐보레(GM대우) 더 뉴 트랙스 1.6 디젤 프리미어,19년 5월식,"57,084km","1,150만원"
트랙스,쉐보레(GM대우) 트랙스 1.4 LT,15년 10월식,"79,301km",720만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LT 디럭스,14년 6월식,"47,125km",820만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LT 디럭스,14년 4월식,"41,824km",750만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LT 래더패키지,15년 5월식,"54,334km",670만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LT 래더패키지,15년 10월식(16년형),"75,083km",670만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,14년 2월식,"87,715km",670만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,16년 6월식,"115,058km",670만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,14년 5월식,"109,597km",630만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,13년 3월식,"79,883km",650만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,14년 8월식(15년형),"100,869km",600만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,16년 1월식,"54,331km",790만원
트랙스,쉐보레(GM대우) 트랙스 1.4 LTZ,13년 3월식,"54,332km",680만원
트랙스,쉐보레(GM대우) 트랙스 1.4 퍼펙트 블랙,15년 10월식(16년형),"141,750km",690만원
트랙스,쉐보레(GM대우) 트랙스 1.4 프리미엄,15년 12월식(16년형),"85,640km",730만원
트랙스,쉐보레(GM대우) 트랙스 1.4 프리미엄,15년 5월식,"91,811km",690만원
트랙스,쉐보레(GM대우) 트랙스 1.4 프리미엄,15년 7월식,"82,804km",720만원
트랙스,쉐보레(GM대우) 트랙스 1.6 디젤 LT 래더패키지,16년 1월식,"123,960km",590만원
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 5월식(25년형),"12,130km","2,430만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 7월식(25년형),"7,631km","2,420만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 7월식(24년형),"6,100km","2,190만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 5월식(25년형),"12,925km","2,370만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 8월식(25년형),"19,873km","2,350만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 7월식(25년형),"9,348km","2,490만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 5월식(24년형),"16,955km","2,160만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 5월식(25년형),"14,241km","2,420만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 4월식(24년형),"19,103km","2,290만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 6월식(25년형),"7,862km","2,480만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 4월식(24년형),"18,630km","2,280만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 5월식(24년형),"24,045km","2,220만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 8월식(24년형),"61,896km","1,970만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 7월식(25년형),"9,193km","2,450만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,24년 8월식(25년형),"7,600km","2,450만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 6월식(24년형),"50,783km","1,960만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,25년 3월식,"10,183km","2,520만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 6월식(24년형),"31,657km","2,150만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS,23년 10월식(24년형),"9,153km","2,320만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,24년 3월식,"18,043km","2,430만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,23년 11월식(24년형),"8,950km","2,360만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,23년 12월식(24년형),"13,596km","2,350만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,23년 11월식(24년형),"7,325km","2,450만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,23년 11월식(24년형),"20,002km","2,230만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 RS 플러스,23년 12월식(24년형),"13,480km","2,350만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 레드라인,24년 4월식(25년형),"15,328km","2,090만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 레드라인,24년 4월식(25년형),"8,796km","2,170만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,24년 4월식(25년형),"13,988km","2,350만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 4월식(24년형),"40,309km","2,150만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,25년 5월식,"3,409km","2,590만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 5월식(24년형),"12,194km","2,230만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 5월식(24년형),"22,389km","2,090만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,24년 6월식(25년형),"33,651km","2,220만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,24년 4월식(25년형),"20,866km","2,320만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,25년 7월식,"1,644km","2,590만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,25년 1월식,"6,145km","2,490만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 5월식(24년형),"19,799km","2,190만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 6월식(24년형),"11,984km","2,160만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 4월식(24년형),"28,222km","2,200만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 11월식(24년형),"10,143km","2,230만원 2,250만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 6월식(24년형),"30,812km","2,080만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 6월식(24년형),"43,973km","2,100만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브,23년 5월식(24년형),"16,022km","2,250만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브 플러스,24년 1월식,"14,735km","2,390만원"
트랙스,쉐보레(GM대우) 트랙스 크로스오버 터보 1.2 액티브 플러스,24년 1월식,"6,089km","2,190만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD LT,23년 8월식(24년형),"60,474km","1,950만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,24년 4월식,"14,643km","2,670만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,24년 2월식,"7,614km","2,670만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,23년 8월식(24년형),"40,733km","2,280만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,24년 2월식,"17,876km","2,590만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,23년 7월식(24년형),"14,665km","2,620만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD RS,23년 8월식(24년형),"17,946km","2,300만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD 액티브,24년 4월식,"30,274km","2,430만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD 프리미어,24년 3월식,"52,897km","2,160만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 2WD 프리미어,23년 12월식(24년형),"11,786km","2,070만원"
트레일블레이저,쉐보레(GM대우) 더 뉴 트레일블레이저 1.3 터보 4WD RS,23년 7월식(24년형),"57,247km","2,450만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD LT,21년 7월식(22년형),"79,740km","1,430만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 11월식(23년형),"26,217km","2,080만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 11월식(23년형),"28,751km","2,220만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 8월식(21년형),"87,406km","1,750만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,23년 6월식,"23,587km","2,250만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 3월식,"30,505km","2,020만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 10월식(23년형),"45,785km","2,020만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 3월식(21년형),"44,567km","1,830만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 7월식(21년형),"71,533km","1,670만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 8월식(23년형),"40,284km","2,030만원 2,080만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 3월식(22년형),"90,708km","1,620만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 7월식(21년형),"32,193km","1,780만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 8월식(21년형),"58,457km","1,720만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 6월식(23년형),"28,003km","2,150만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 1월식(22년형),"52,345km","1,820만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 4월식(22년형),"91,117km","1,720만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 8월식(21년형),"52,358km","1,850만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 10월식(23년형),"18,743km","1,960만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 3월식,"56,186km","1,920만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 8월식(22년형),"51,098km","1,870만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 8월식(22년형),"67,468km","1,690만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 10월식(23년형),"19,569km","2,350만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 12월식(23년형),"24,867km","2,090만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 3월식(22년형),"75,771km","1,710만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 1월식(22년형),"56,904km","1,860만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 6월식(23년형),"23,574km","1,890만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 11월식(23년형),"19,072km","2,120만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,21년 8월식(22년형),"32,873km","1,920만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 8월식(21년형),"100,857km","1,590만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 3월식(21년형),"72,945km","1,790만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 10월식(23년형),"86,646km","1,790만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,20년 9월식(21년형),"85,485km","1,750만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 7월식,"22,524km","2,180만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,22년 6월식(23년형),"49,235km","2,200만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 엑티브,21년 8월식(22년형),"19,898km","1,990만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 엑티브,21년 3월식(22년형),"82,623km","1,790만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 엑티브,22년 11월식(23년형),"55,240km","1,950만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 프리미어,20년 6월식(21년형),"23,313km","1,720만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 프리미어,22년 7월식,"37,944km","1,850만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 프리미어,21년 3월식(22년형),"42,726km","1,630만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,23년 5월식,"25,084km","2,400만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,23년 5월식,"29,984km","2,030만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,23년 4월식,"17,043km","2,140만원 2,190만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,20년 12월식(21년형),"61,069km","1,930만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD RS,20년 8월식(21년형),"61,537km","1,820만원"
트레일블레이저,쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 4WD 프리미어,21년 4월식(22년형),"115,917km","1,360만원"
티볼리,KG모빌리티(쌍용) 더 뉴 티볼리 가솔린 1.6 V3 2WD,24년 5월식,"3,992km","1,980만원"
티볼리,KG모빌리티(쌍용) 더 뉴 티볼리 가솔린 1.6 V3 2WD,24년 1월식,"27,775km","1,920만원"
티볼리,KG모빌리티(쌍용) 더 뉴 티볼리 가솔린 터보 1.5 V7 2WD,24년 6월식,"19,715km","2,090만원"
티볼리,KG모빌리티(쌍용) 더 뉴 티볼리 가솔린 터보 1.5 V7 2WD,24년 5월식,"7,916km","2,190만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,22년 4월식,"46,601km","1,510만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 7월식(22년형),"10,786km","1,500만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 7월식(22년형),"59,465km","1,450만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 3월식,"24,395km","1,450만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,20년 8월식(21년형),"49,285km","1,290만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 12월식(22년형),"37,236km","1,430만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 3월식,"26,716km","1,650만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,22년 5월식,"38,494km","1,560만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 8월식(22년형),"40,809km","1,630만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,22년 4월식,"22,754km","1,780만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 9월식(22년형),"21,800km","1,740만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,21년 2월식,"22,936km","1,650만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,22년 5월식,"23,668km","1,590만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3,20년 7월식(21년형),"113,751km","1,230만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3 스폐셜,20년 6월식(21년형),"33,911km","1,310만원 1,350만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V3 스폐셜,20년 6월식(21년형),"94,389km","1,050만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,19년 10월식(20년형),"61,483km","1,380만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,19년 9월식(20년형),"70,016km","1,390만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,19년 12월식(20년형),"109,271km","1,230만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,19년 9월식(20년형),"113,107km","1,170만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,19년 7월식(20년형),"20,638km","1,550만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V5,20년 1월식,"44,170km","1,450만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V7,23년 1월식,"16,108km","1,890만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V7,19년 7월식(20년형),"101,630km","1,290만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD 리미티드 에디션,20년 9월식(21년형),"44,342km","1,600만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD 업비트,22년 6월식,"24,381km","1,810만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD 업비트,22년 5월식,"26,358km","1,880만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD 업비트,21년 12월식(22년형),"26,763km","1,830만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 4WD V7,19년 7월식(20년형),"38,193km","1,600만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.6 디젤 2WD V5,19년 6월식(20년형),"73,054km","1,270만원"
티볼리,KG모빌리티(쌍용) 베리 뉴 티볼리 1.6 디젤 4WD V7,19년 10월식(20년형),"85,763km","1,220만원 1,270만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 4월식,"85,204km",920만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 2월식,"81,956km",940만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 10월식(16년형),"26,419km","1,170만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 4월식,"85,403km",890만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 7월식(16년형),"9,943km","1,050만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,16년 2월식,"90,035km",870만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 4월식,"72,345km",930만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 3월식,"50,142km","1,030만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 고급형,15년 6월식,"85,461km",850만원 890만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,16년 5월식,"49,764km","1,030만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,16년 12월식(17년형),"96,921km",880만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,17년 2월식,"105,679km",910만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,17년 7월식,"99,189km","1,000만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,17년 6월식,"52,669km","1,090만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,16년 10월식(17년형),"99,047km",910만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,16년 5월식,"16,963km","1,190만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 세부등급 없음,16년 8월식,"92,409km",970만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 2월식,"86,571km","1,000만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 7월식,"27,109km","1,110만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,16년 2월식,"61,764km","1,050만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 5월식,"87,708km",960만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 4월식,"144,221km",760만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 9월식(16년형),"62,218km",990만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 7월식,"91,442km",970만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 6월식,"64,569km","1,050만원"
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,16년 1월식,"100,363km",950만원
티볼리,KG모빌리티(쌍용) 티볼리 LX 2WD 최고급형,15년 5월식,"73,760km",910만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,16년 5월식,"70,503km",930만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 3월식,"132,733km",820만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 5월식,"38,309km",990만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,16년 10월식(17년형),"15,683km","1,080만원"
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 9월식,"108,528km",830만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,16년 6월식,"112,759km",720만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 7월식,"38,195km","1,090만원"
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 6월식,"67,671km","1,050만원"
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,17년 6월식,"85,066km",940만원
티볼리,KG모빌리티(쌍용) 티볼리 VX 2WD,16년 5월식,"53,943km",870만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,15년 12월식(16년형),"147,175km",630만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,16년 3월식,"86,561km",930만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,15년 10월식(16년형),"81,149km",860만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,17년 4월식,"35,256km","1,040만원"
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,15년 8월식(16년형),"133,206km",710만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,15년 9월식(16년형),"49,897km",950만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 LX 2WD,17년 3월식,"115,391km",690만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 VX 2WD,15년 11월식(16년형),"42,279km",790만원
티볼리,KG모빌리티(쌍용) 티볼리 디젤 VX 2WD,15년 10월식(16년형),"93,968km",830만원
티볼리,KG모빌리티(쌍용) 티볼리 삼바 에디션 2WD,16년 8월식,"91,662km",910만원
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,18년 7월식,"25,485km","1,150만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,18년 10월식(19년형),"45,088km","1,190만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,18년 9월식(19년형),"82,111km","1,130만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,19년 2월식,"70,570km","1,250만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,19년 4월식,"44,165km","1,350만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,18년 5월식,"77,851km","1,230만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 2WD,19년 2월식,"91,666km","1,200만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 LX 4WD,19년 1월식,"61,892km","1,290만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,18년 2월식,"53,749km","1,230만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,19년 5월식,"69,892km","1,110만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,18년 5월식,"27,605km","1,350만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,19년 5월식,"66,236km","1,160만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,19년 6월식,"54,109km","1,210만원"
티볼리,KG모빌리티(쌍용) 티볼리 아머 VX 2WD,18년 3월식,"82,292km",930만원
